mode,run_name,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
completion,run_77,32667dc200cde1c23ae9bd0a57787f61,15,7,8,0,0,answer_option_mapping,answer,True,5,"VLM did not return JSON array. Raw:
 The image provided appears to be a screenshot of an online survey form. It includes various fields for the user to fill out. Here's a breakdown of the visible elements:

1. **Trust Coverage**: A checkbox question with radio buttons labeled ""Strongly disagree,"" ""Disagree,"" ""Neutral,"" ""Agree,"" and ""Strongly agree."" The tool hint suggests using the ""check"" tool to interact with this field.

2. **Mood Impact**: Similar to the first question, but with different labels for the radio buttons. It also uses the ""check"" tool.

3. **Age**: A fillable input field labeled ""Your age,"" with a numeric input range from 18 to 99 and a step of 1.

4. **Follow by Age**: A select dropdown with options for ""Very closely,"" ""Somewhat,"" ""Only highlights,"" ""Not much,"" and ""Select..."" The tool hint suggests using the ""select"" tool.

5. **Employment Status**: Another select dropdown with options for ""Student,"" ""Full-time,"" ""Part-time,"" ""Self-employed,"" ""Not currently working,"" and ""Select..."" The tool hint indicates the use of the ""select"" tool.

6. **Watch Time**: A slider input field labeled ""During the Olympics period, how much time did you spend daily on Olympics content?"" with a range from 1 to 10 hours and a step of 1 hour. The tool hint suggests using the ""set_range"" tool.

7. **Attention Text Mid**: A select dropdown with options for ""Very closely,"" ""Somewhat,"" ""Only highlights,"" ""Not much,"" and ""Select..."" The tool hint uses the same instruction as the previous question.

8. **Country Satisfaction**: A slider input field labeled ""How satisfied were you with your country's Olympic performance?"" with a range from 1 to 10 points and a step of 1 point. The tool hint suggests using the ""set_range"" tool.

9. **Future Interest**: A select dropdown with options for ""Very likely,"" ""Likely,"" ""Unsure,"" ""Unlikely,"" and ""Select..."" The tool hint uses the same instruction as the previous questions.

10. **Favorite Moment**: An open-text input field labeled ""Briefly describe one memorable Olympic moment for you.""

At the bottom of the form, there is a navigation control labeled ""Next"" which is clickable and requires using the ""click"" tool.

The survey also includes a section titled ""Olympics Survey,"" with instructions to complete all questions before moving to the next page. There are two questions visible:

1. **Value 1**: A question asking if the user trusts the Olympic coverage usually consumed, with options for ""Strongly disagree,"" ""Disagree,"" ""Neutral,"" ""Agree,"" and ""Strongly agree."" The tool hint suggests using the ""check"" tool.

2. **Value 2**: A question about how satisfied the user is with their country's Olympic performance, with a slider input field ranging from 1 to 10 points and a step of 1 point. The tool hint suggests using the ""set_range"" tool.

The form also includes a section titled ""Your age,"" which seems to be a repetition of question 3 (Employment Status) but is not fully visible in the image provided.

At the top of the form, there's an instruction that reads, ""This page has 10 questions. Complete them all before moving to the next page."" The tool hint suggests using the ""click"" tool for navigation.

The VALIDATION_FEEDBACK and SCHEMA_META fields are not visible in the image provided. If these fields contain information that is relevant to the survey form, they would typically provide details about validation rules, error messages, or other metadata related to the survey structure. ",,,,15,5,False,,,,0,0,False,5,VLM did not return JSON array. Raw:  The image provided appears to be a screenshot of an online survey form. It includes various fields for the user to fill out. Here's a breakdown of the visible elements:  1. **Trust Co,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,8,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",0,,0,,0,
completion,run_78,db791f8d96a97ad00d267a3ce2027a3e,16,16,0,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",2,1,2,2,1,True,,,,15,5,False,0,,16,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,0,,0,,0,,0,
completion,run_79,6a941358d1063d40b88d44acaeaf8db6,15,10,5,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,4,VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey form. It includes various input fields and a navigation button at the bottom. To answer your questions about V,6,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'future_interest', 'favorite_moment']",0,,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_80,50863b5a440b8fa597439c87f53f52e3,15,12,3,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,1,"VLM did not return JSON array. Raw:  To complete the survey, you need to fill in answers for the following fields:  1. ""age"" 2. ""follow_by_age"" 3. ""employment_status"" 4. ""attention_text_mid"" 5. ""country_satisfaction"" 6. ",11,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'future_interest', 'favorite_moment']",0,,3,"Select value must match ACTION_SPACE option: {'tool': 'set_range', 'key': 'attention_text_mid', 'value': 7.0}",0,,0,,0,
completion,run_81,2741d907e797f545d5aebc8eeddc4950,20,19,1,0,0,planning_completeness,planning,True,6,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'Highlights only'}",3,2,6,6,2,True,,,,15,5,False,1,"VLM did not return JSON array. Raw:  To complete the survey, you need to answer questions 2, 3, and 4. Here are the actions you should take:  1. For question 2:    - Select the option ""gymnastics"" for the image that is m",18,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest']",0,,1,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'Highlights only'}",0,,0,,0,
completion,run_82,d45ce5ef6f98930b4dd2587134bc7f3e,15,12,3,0,0,planning_format,planning,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",,,,15,5,False,,,,0,0,False,9,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey. However, the specific details about the questions and their associated action intents are not visible in this",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,3,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",0,,0,,0,
completion,run_83,718bdbbee57ec0077ae894f2048261ef,15,7,8,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status', 'watch_time', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,4,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey form. It contains various fields for the user to complete, including multiple-choice questions (check), text i",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status', 'watch_time', 'attention_text_mid', 'country_satisfaction', 'future_interest",0,,8,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",0,,0,,0,
completion,run_84,dd84c32f446e4bc9983bbb7b8132cdb4,15,7,8,0,0,answer_option_mapping,answer,True,5,Completion mode requires answering all answerable items before navigation; missing keys: ['future_interest'],,,,15,5,False,,,,0,0,False,2,"VLM did not return JSON array. Raw:  To complete the survey and move to the next page, you need to provide an answer for each of the required fields. Based on the image provided, it seems that one field is missing a resp",5,Completion mode requires answering all answerable items before navigation; missing keys: ['future_interest'],0,,6,"Select value must match ACTION_SPACE option: {'tool': 'check', 'key': 'attention_text_mid', 'value': 'strongly agree'}",2,"Missing/invalid numeric value for set_range: {'tool': 'check', 'key': 'country_satisfaction', 'value': 'strongly agree'}",0,,0,
completion,run_85,39ddd493a2ec5770448997805fd0ee17,15,15,0,0,0,planning_format,planning,True,5,"VLM did not return JSON array. Raw:
 The image you've provided is a screenshot of an online survey. It appears to be a web form with various questions that need to be answered before the user can proceed to the next page. Here are the JSON arrays representing the actions required for each question:

```json
[
  {""tool"": ""select"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},
  {""tool"": ""done""},
  {""tool"": ""click"", ""key"": ""next""}
]
[
  {""tool"": ""fill"", ""key"": ""mood_impact"", ""value"": ""Somewhat""},
  {""tool"": ""done""}
]
[
  {""tool"": ""select"", ""key"": ""age"", ""value"": ""30.0""},
  {""tool"": ""done""}
]
[
  {""tool"": ""select"", ""key"": ""follow_by_age"", ""value"": ""very_closely""},
  {""tool"": ""done""}
]
[
  {""tool"": ""fill"", ""key"": ""employment_status"", ""value"": ""Full-time""},
  {""tool"": ""done""}
]
[
  {""tool"": ""set_range"", ""key"": ""watch_time"", ""value"": ""5.0""},
  {""tool"": ""done""}
]
[
  {""tool"": ""select"", ""key"": ""attention_text_mid"", ""value"": ""Very closely""},
  {""tool"": ""done""}
]
[
  {""tool"": ""set_range"", ""key"": ""country_satisfaction"", ""value"": ""7.0""},
  {""tool"": ""done""}
]
[
  {""tool"": ""select"", ""key"": ""future_interest"", ""value"": ""Very likely""},
  {""tool"": ""done""}
]
[
  {""tool"": ""fill"", ""key"": ""favorite_moment"", ""value"": ""The opening ceremony was the most memorable moment for me.""},
  {""tool"": ""done""}
]
[
  {""tool"": ""click"", ""key"": ""next""}
]
```

Please note that the values provided are based on the options presented in the image and may not be the only valid answers. The JSON array includes actions for each question, including filling out fields, selecting options, setting ranges, and clicking buttons to move to the next page. ",,,,15,5,False,,,,0,0,False,15,VLM did not return JSON array. Raw:  The image you've provided is a screenshot of an online survey. It appears to be a web form with various questions that need to be answered before the user can proceed to the next page,0,,0,,0,,0,,0,,0,
completion,run_86,f8cac53c35d20fac76e4ed0fa3742de4,15,11,4,0,0,planning_format,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,9,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey or questionnaire. To complete the survey, I will follow these steps:  1. Fill in the required fields:    - Age",2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_m",0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Very closely'}",0,,0,,0,
completion,run_87,470ad61853e12b77bd818de157831440,15,12,3,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'country_satisfaction', 'future_interest']",,,,15,5,False,,,,0,0,False,2,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey form. To complete the survey, it is necessary to fill in responses for all the answerable question items befor",10,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'country_satisfaction', 'future_interest']",0,,2,"Select value must match ACTION_SPACE option: {'tool': 'set_range', 'key': 'attention_text_mid', 'value': 1}",1,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'very_likely'}",0,,0,
completion,run_88,577dd885a8b2b3f4fc04d61de1c042d1,15,5,10,0,0,answer_option_mapping,answer,True,5,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'Neutral'}",,,,15,5,False,,,,0,0,False,0,,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'age', 'follow_by_age', 'employment_status', 'watch_time', 'attention_text_mid', 'country_satisfa",0,,7,"Select value must match ACTION_SPACE option: {'tool': 'check', 'key': 'employment_status', 'value': 'Full-time'}",3,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'Neutral'}",0,,0,
completion,run_89,01bcd9085f05674eebf73a800a25cae6,15,9,6,0,0,planning_completeness,planning,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",,,,15,5,False,,,,0,0,False,0,,9,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_m",0,,6,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",0,,0,,0,
completion,run_90,d4db073da22220b283b52c8907f7239f,15,11,4,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,0,,10,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'future_interest', 'favorite_moment']",1,"Missing/invalid key in step: {'tool': 'click', 'key': ''}",1,"Select value must match ACTION_SPACE option: {'tool': 'click', 'key': 'attention_text_mid'}",3,"Missing/invalid numeric value for set_range: {'tool': 'check', 'key': 'country_satisfaction', 'value': 'strongly agree'}",0,,0,
completion,run_91,8bf23a8778d25c2ab1f0854f416cfc76,15,14,1,0,0,planning_format,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,10,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey form with various questions that need to be answered. However, there are several issues with the form that pre",4,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,0,,1,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'neutral'}",0,,0,
completion,run_92,0cca2cec5914f609fd540285cf8b8f72,15,5,10,0,0,answer_option_mapping,answer,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",,,,15,5,False,,,,0,0,False,0,,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_m",0,,9,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",1,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'Neutral'}",0,,0,
completion,run_93,c61b69ffaa99fbdf4da28aa584f63b0b,15,14,1,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,2,"VLM did not return JSON array. Raw:  To complete the survey, you need to answer all the answerable question items. The following keys are missing:  - follow_by_age - employment_status - attention_text_mid - country_satis",11,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",1,Missing/invalid key in step: {'tool': 'next'},1,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_94,fa8f4ab8eb530fdc8a029857f589cd54,15,14,1,0,0,planning_completeness,planning,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",,,,15,5,False,,,,0,0,False,1,VLM did not return JSON array. Raw:  The image shows a web survey with several answerable items and one navigation control. There are two checkbox fields (`trust_coverage` and `mood_impact`) where the selected value must,13,"Completion mode requires answering all answerable items before navigation; missing keys: ['age', 'follow_by_age', 'employment_status', 'watch_time', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favor",0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",0,,0,,0,
completion,run_95,ba363cc00f6d4a1787a885f424bbf361,24,20,4,0,0,planning_completeness,planning,True,8,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Very closely'}",1,4,10,10,4,True,,,,15,5,False,2,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey or questionnaire. To address the validation feedback, here are the actions that need to be taken for each ques",17,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'age', 'follow_by_age', 'employment_status', 'watch_time', 'attention_text_mid', 'country_satisfaction', 'future_in",1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'image_q1_a', 'value': 'A'}",4,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Very closely'}",0,,0,,0,
completion,run_96,0951ea283b2b2de1d49e6eac3c862e05,15,4,11,0,0,answer_option_mapping,answer,True,5,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'Neutral'}",,,,15,5,False,,,,0,0,False,0,,4,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],0,,10,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",1,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'Neutral'}",0,,0,
completion,run_97,37ca963f4e862f30c0c7f001cc7b5e2a,15,5,10,0,0,answer_option_mapping,answer,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",,,,15,5,False,,,,0,0,False,2,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey form, and it seems there are a few issues with the interaction plan:  1. For the ""employment_status"" field, th",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'age', 'follow_by_age', 'employment_status', 'future_interest', 'favorite_moment']",0,,8,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",2,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'very_closely'}",0,,0,
completion,run_98,5025825ae806c931fe6109474a542aa2,15,5,10,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['age', 'follow_by_age', 'attention_text_mid', 'country_satisfaction', 'future_interest']",,,,15,5,False,,,,0,0,False,1,"VLM did not return JSON array. Raw:  The image appears to be a screenshot of an online survey interface. The survey includes various question items with different interaction types, such as checkboxes, sliders, and text ",4,"Completion mode requires answering all answerable items before navigation; missing keys: ['age', 'follow_by_age', 'attention_text_mid', 'country_satisfaction', 'future_interest']",0,,10,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",0,,0,,0,
completion,run_99,accd90a1374459157b6a7bedbd6f8a50,15,11,4,0,0,planning_format,planning,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",,,,15,5,False,,,,0,0,False,7,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey form with various fields for the user to fill out. The fields include radio buttons, checkboxes, and text inpu",4,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,4,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",0,,0,,0,
completion,run_100,bebd6f10a364620c6e6786fbdb637d96,15,11,4,0,0,planning_completeness,planning,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'trust_coverage'}",,,,15,5,False,,,,0,0,False,1,"VLM did not return JSON array. Raw:  Based on the provided validation feedback, it appears that there are issues with the selected values for the ""trust_coverage"" and ""mood_impact"" checkboxes. The selected value for ""tru",10,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'trust_coverage'}",0,,0,,0,
